"Fecha","BRK.B.Open","BRK.B.High","BRK.B.Low","BRK.B.Close","BRK.B.Volume","BRK.B.Adjusted"
2019-08-28,198.020004272461,200.570007324219,197.529998779297,200.449996948242,3404900,200.449996948242
2019-08-29,201.710006713867,203.800003051758,201.660003662109,203.199996948242,3328100,203.199996948242
2019-08-30,204.020004272461,204.350006103516,202.729995727539,203.410003662109,3632000,203.410003662109
2019-09-03,201.190002441406,201.830001831055,200.190002441406,200.899993896484,3637000,200.899993896484
2019-09-04,202.729995727539,202.940002441406,201.300003051758,202.190002441406,3209100,202.190002441406
2019-09-05,204.130004882812,206.220001220703,203.770004272461,204.240005493164,3968800,204.240005493164
2019-09-06,204.440002441406,205.149993896484,203.860000610352,204.729995727539,3409400,204.729995727539
2019-09-09,205.509994506836,207.800003051758,205.199996948242,206.619995117188,4565000,206.619995117188
2019-09-10,207.309997558594,208.309997558594,206.130004882812,208.309997558594,3878300,208.309997558594
2019-09-11,208.270004272461,210.929992675781,207.529998779297,210.910003662109,4437300,210.910003662109
2019-09-12,211,212.679992675781,210.720001220703,211.369995117188,4598400,211.369995117188
2019-09-13,212.240005493164,214.580001831055,212.220001220703,213.610000610352,4244700,213.610000610352
2019-09-16,212.059997558594,212.100006103516,209.940002441406,210.330001831055,3472600,210.330001831055
2019-09-17,210.350006103516,211.160003662109,208.679992675781,210.149993896484,3862700,210.149993896484
2019-09-18,209.889999389648,211.320007324219,209.119995117188,210.899993896484,2732800,210.899993896484
2019-09-19,210.779998779297,211.440002441406,208.899993896484,209.220001220703,2735500,209.220001220703
2019-09-20,210.369995117188,210.369995117188,207.270004272461,208.119995117188,10700800,208.119995117188
2019-09-23,207.020004272461,208.529998779297,206.399993896484,207.960006713867,3075800,207.960006713867
2019-09-24,208.169998168945,208.889999389648,205.740005493164,206.399993896484,3709800,206.399993896484
2019-09-25,206.5,209.440002441406,206.229995727539,208.110000610352,3291900,208.110000610352
2019-09-26,208.190002441406,208.190002441406,206.350006103516,206.899993896484,2823000,206.899993896484
2019-09-27,207.729995727539,208.639999389648,206.539993286133,207.449996948242,2843500,207.449996948242
2019-09-30,207.770004272461,208.699996948242,207.529998779297,208.020004272461,3167500,208.020004272461
2019-10-01,208.940002441406,209.660003662109,206.440002441406,206.710006713867,3511800,206.710006713867
2019-10-02,206.089996337891,206.089996337891,202.380004882812,203.100006103516,5938500,203.100006103516
2019-10-03,202.649993896484,205.089996337891,201.330001831055,204.979995727539,4307600,204.979995727539
2019-10-04,205.089996337891,208.279998779297,205.050003051758,208.080001831055,3571900,208.080001831055
2019-10-07,207.360000610352,209.600006103516,206.190002441406,207.240005493164,2720600,207.240005493164
2019-10-08,205.619995117188,206.139999389648,203.929992675781,204.089996337891,4185500,204.089996337891
2019-10-09,204.940002441406,207.229995727539,204.729995727539,206.690002441406,3206900,206.690002441406
2019-10-10,206.369995117188,208.190002441406,206.080001831055,206.860000610352,2979200,206.860000610352
2019-10-11,208.970001220703,210.080001831055,207.729995727539,208.080001831055,4408400,208.080001831055
2019-10-14,208.009994506836,208.070007324219,206.929992675781,207.910003662109,1902600,207.910003662109
2019-10-15,207.729995727539,210.149993896484,207.570007324219,209.380004882812,3055400,209.380004882812
2019-10-16,208.369995117188,209.970001220703,208.369995117188,209.289993286133,3233900,209.289993286133
2019-10-17,209.259994506836,209.979995727539,208.509994506836,208.619995117188,3575400,208.619995117188
2019-10-18,208.449996948242,209.619995117188,208.199996948242,208.759994506836,3581400,208.759994506836
2019-10-21,210,211.539993286133,209.759994506836,211.490005493164,3337300,211.490005493164
2019-10-22,211.029998779297,211.970001220703,210.470001220703,210.619995117188,2716800,210.619995117188
2019-10-23,210.5,211.009994506836,209.539993286133,210.960006713867,2413800,210.960006713867
2019-10-24,211.160003662109,211.320007324219,209.720001220703,210.259994506836,3147200,210.259994506836
2019-10-25,209.869995117188,212.330001831055,209.75,211.800003051758,2539200,211.800003051758
2019-10-28,212.309997558594,213.339996337891,212.139999389648,212.860000610352,3521900,212.860000610352
2019-10-29,212.380004882812,213.169998168945,211.610000610352,213.009994506836,2630400,213.009994506836
2019-10-30,212.990005493164,213.429992675781,211.669998168945,213.25,3296900,213.25
2019-10-31,213.009994506836,213.710006713867,211.539993286133,212.580001831055,4305500,212.580001831055
2019-11-01,213.550003051758,216.630004882812,213.399993896484,215.830001831055,4777800,215.830001831055
2019-11-04,217.770004272461,218.619995117188,216.979995727539,217.979995727539,4149200,217.979995727539
2019-11-05,218.690002441406,221.679992675781,218.429992675781,220.880004882812,5321800,220.880004882812
2019-11-06,221.089996337891,222.029998779297,220.110000610352,222,3662900,222
2019-11-07,222.809997558594,223.369995117188,221.669998168945,222.740005493164,4394900,222.740005493164
2019-11-08,222.75,223,219.889999389648,221.309997558594,3346100,221.309997558594
2019-11-11,220.199996948242,221.089996337891,219.869995117188,220.850006103516,2380400,220.850006103516
2019-11-12,220.979995727539,222.190002441406,220.539993286133,220.889999389648,2657700,220.889999389648
2019-11-13,219.720001220703,220.270004272461,218.610000610352,219.770004272461,3190700,219.770004272461
2019-11-14,219.770004272461,219.869995117188,217.910003662109,219.360000610352,2831200,219.360000610352
2019-11-15,220.179992675781,220.429992675781,218.740005493164,219.740005493164,3477000,219.740005493164
2019-11-18,219.949996948242,220.050003051758,218.389999389648,219.350006103516,3894200,219.350006103516
2019-11-19,219.929992675781,220,218.779998779297,219.029998779297,3378100,219.029998779297
2019-11-20,218.009994506836,218.369995117188,216.009994506836,217.479995727539,4966000,217.479995727539
2019-11-21,217.300003051758,217.710006713867,216.300003051758,216.630004882812,3707600,216.630004882812
2019-11-22,216.960006713867,217.990005493164,216.800003051758,217.960006713867,2392800,217.960006713867
2019-11-25,218.740005493164,219.389999389648,218.259994506836,219.059997558594,3648500,219.059997558594
2019-11-26,219.110000610352,219.199996948242,217.720001220703,218.899993896484,3717800,218.899993896484
2019-11-27,219.25,220.589996337891,218.479995727539,220.5,3945500,220.5
2019-11-29,220.5,220.580001831055,219.830001831055,220.300003051758,2256500,220.300003051758
2019-12-02,220.600006103516,221.380004882812,220.110000610352,220.330001831055,3888100,220.330001831055
2019-12-03,218.820007324219,218.899993896484,216.399993896484,218.080001831055,4480100,218.080001831055
2019-12-04,217.949996948242,218.880004882812,217.539993286133,218.399993896484,2667700,218.399993896484
2019-12-05,218.990005493164,219.75,218.050003051758,219.600006103516,2319300,219.600006103516
2019-12-06,221.639999389648,223,221.330001831055,222.610000610352,3447700,222.610000610352
2019-12-09,222.710006713867,223.300003051758,221.190002441406,221.380004882812,2601000,221.380004882812
2019-12-10,222.070007324219,222.070007324219,220.210006713867,221.259994506836,2688900,221.259994506836
2019-12-11,221.210006713867,222.649993896484,221.009994506836,222.570007324219,3546600,222.570007324219
2019-12-12,222.880004882812,226.520004272461,222.529998779297,225.919998168945,5121900,225.919998168945
2019-12-13,225.919998168945,226.5,223.960006713867,225.369995117188,3160500,225.369995117188
2019-12-16,226.770004272461,227.809997558594,226.289993286133,226.850006103516,4278800,226.850006103516
2019-12-17,227.270004272461,228.229995727539,226.550003051758,227.050003051758,4867400,227.050003051758
2019-12-18,227.059997558594,227.199996948242,224.889999389648,225.009994506836,5962300,225.009994506836
2019-12-19,224.660003662109,225.660003662109,224.160003662109,225.210006713867,4432600,225.210006713867
2019-12-20,226.240005493164,227.800003051758,225.559997558594,226.309997558594,11572200,226.309997558594
2019-12-23,226.610000610352,226.669998168945,224.929992675781,225.479995727539,3504100,225.479995727539
2019-12-24,225.240005493164,225.649993896484,224.880004882812,225.470001220703,961100,225.470001220703
2019-12-26,225.919998168945,226.509994506836,225.639999389648,226.449996948242,1725700,226.449996948242
2019-12-27,226.860000610352,226.970001220703,225.570007324219,226.139999389648,2769400,226.139999389648
2019-12-30,226.139999389648,226.600006103516,224.669998168945,225.759994506836,2769700,225.759994506836
2019-12-31,226.160003662109,226.720001220703,225.139999389648,226.5,3145200,226.5
2020-01-02,227.509994506836,228.389999389648,226.710006713867,228.389999389648,3764000,228.389999389648
2020-01-03,225.690002441406,227.429992675781,225.479995727539,226.179992675781,3023900,226.179992675781
2020-01-06,224.990005493164,227.130004882812,224.699996948242,226.990005493164,4263000,226.990005493164
2020-01-07,227.259994506836,227.259994506836,225.440002441406,225.919998168945,3517000,225.919998168945
2020-01-08,226.029998779297,227.839996337891,225.869995117188,225.990005493164,3780300,225.990005493164
2020-01-09,226.919998168945,228.850006103516,226.919998168945,228.649993896484,3497300,228.649993896484
2020-01-10,228.5,228.529998779297,226.589996337891,226.619995117188,2572900,226.619995117188
2020-01-13,227.050003051758,228.470001220703,226.130004882812,228.449996948242,3286700,228.449996948242
2020-01-14,227.850006103516,228.389999389648,226.880004882812,227.169998168945,3355400,227.169998168945
2020-01-15,226.800003051758,228.639999389648,226.779998779297,228.350006103516,2662500,228.350006103516
2020-01-16,229.339996337891,230.029998779297,228.520004272461,229.729995727539,3036400,229.729995727539
2020-01-17,230.130004882812,231.610000610352,229.550003051758,230.199996948242,6603800,230.199996948242
2020-01-21,229.850006103516,231.130004882812,227.949996948242,228.630004882812,5840700,228.630004882812
2020-01-22,229,230.380004882812,228.410003662109,229.539993286133,3164300,229.539993286133
2020-01-23,229.429992675781,229.770004272461,227.350006103516,229.380004882812,4750000,229.380004882812
2020-01-24,229.399993896484,229.410003662109,226.039993286133,226.860000610352,4022500,226.860000610352
2020-01-27,223.699996948242,223.899993896484,221.110000610352,222.449996948242,5454000,222.449996948242
2020-01-28,223.440002441406,225.350006103516,223.160003662109,224.029998779297,3609300,224.029998779297
2020-01-29,224.75,226.399993896484,224.309997558594,224.5,2310400,224.5
2020-01-30,223.110000610352,228.080001831055,222.479995727539,227.880004882812,3350900,227.880004882812
2020-01-31,226.490005493164,226.970001220703,223.429992675781,224.429992675781,3948200,224.429992675781
2020-02-03,225.479995727539,226.320007324219,223,223.470001220703,3525000,223.470001220703
2020-02-04,226.149993896484,226.940002441406,224.789993286133,225.080001831055,3642600,225.080001831055
2020-02-05,226.910003662109,228.679992675781,226.75,228.649993896484,3360500,228.649993896484
2020-02-06,229.559997558594,230.080001831055,228.529998779297,229.610000610352,2799400,229.610000610352
2020-02-07,228.070007324219,228.619995117188,226.669998168945,227.380004882812,2882800,227.380004882812
2020-02-10,227.169998168945,227.75,225.130004882812,227.110000610352,2944600,227.110000610352
2020-02-11,228.589996337891,228.589996337891,227.020004272461,227.330001831055,2916400,227.330001831055
2020-02-12,227.600006103516,228.839996337891,226.910003662109,227.440002441406,3785200,227.440002441406
2020-02-13,226.529998779297,227.399993896484,226.100006103516,226.470001220703,2838500,226.470001220703
2020-02-14,226.490005493164,227.139999389648,225.520004272461,226.800003051758,2506200,226.800003051758
2020-02-18,226.389999389648,227.380004882812,225.270004272461,226.770004272461,3153000,226.770004272461
2020-02-19,227.679992675781,229.710006713867,226.929992675781,229.240005493164,3187000,229.240005493164
2020-02-20,229.759994506836,229.789993286133,227.149993896484,228.169998168945,3547700,228.169998168945
2020-02-21,227.529998779297,230.070007324219,226.979995727539,229.330001831055,4699100,229.330001831055
2020-02-24,221.309997558594,223.940002441406,220.270004272461,221.690002441406,7932400,221.690002441406
2020-02-25,222.199996948242,223.240005493164,216.759994506836,218.050003051758,8558600,218.050003051758
2020-02-26,219.649993896484,220.630004882812,215.940002441406,216.059997558594,6901700,216.059997558594
2020-02-27,212.899993896484,214.380004882812,207.279998779297,207.669998168945,10941800,207.669998168945
2020-02-28,201.919998168945,206.440002441406,199.679992675781,206.339996337891,15147200,206.339996337891
2020-03-02,207.25,218.800003051758,204.429992675781,217.630004882812,10395800,217.630004882812
2020-03-03,217.389999389648,218.149993896484,206.199996948242,208.809997558594,10716100,208.809997558594
2020-03-04,212.139999389648,218.339996337891,209.259994506836,217.860000610352,7408700,217.860000610352
2020-03-05,212.550003051758,212.75,207.009994506836,208.960006713867,8112700,208.960006713867
2020-03-06,203.479995727539,207.410003662109,202.350006103516,205.979995727539,9443500,205.979995727539
2020-03-09,195,198.479995727539,192.259994506836,193.130004882812,13950500,193.130004882812
2020-03-10,201.350006103516,202.860000610352,195.050003051758,202.729995727539,10929200,202.729995727539
2020-03-11,197.320007324219,198.130004882812,192.869995117188,194.639999389648,9573900,194.639999389648
2020-03-12,183.600006103516,187.669998168945,175,175.970001220703,22293800,175.970001220703
2020-03-13,187.449996948242,196.5,178.410003662109,196.399993896484,14859100,196.399993896484
2020-03-16,174,188.380004882812,173.619995117188,177.770004272461,14168600,177.770004272461
